rank,lat,lon,returns,dwell,nscen,d_fixed_m,fixed_class,d_radar_m,d_shore_m,d_aid_m,d_ownship_m,d_ais_m,in_coverage,in_moorarea,class
999,42.350854,-71.032861,4,0.632,1,32.8,SLCONS,32.8,32.8,322.9,736.3,198.1,1,0,SUPPRESS_CHARTED
1000,42.350374,-71.032883,4,0.518,1,43.2,SLCONS,43.2,43.2,365.0,789.0,150.2,1,0,SUPPRESS_CHARTED
1001,42.361877,-71.031939,4,0.883,1,40.5,SLCONS,45.8,45.8,271.6,524.4,403.0,1,0,SUPPRESS_CHARTED
1002,42.358979,-71.028403,4,0.654,1,31.4,PILPNT,31.4,50.8,108.2,498.3,151.7,1,0,SUPPRESS_CHARTED
1003,42.355791,-71.045136,4,0.674,1,74.9,PILPNT,74.9,76.3,83.0,681.8,371.4,1,0,UNKNOWN_INCOV
1004,42.357622,-71.028940,4,0.809,1,78.8,SLCONS,65.0,78.8,65.0,423.5,307.7,1,1,KEEP_ANCHORAGE
1005,42.352864,-71.031663,4,0.705,1,266.6,SLCONS,266.6,266.6,303.3,543.7,213.3,1,0,KEEP_INCOV_UNCHARTED
1006,42.362558,-71.030745,4,0.550,1,10.7,SLCONS,37.4,42.9,266.5,634.4,368.6,1,0,SUPPRESS_CHARTED
1007,42.360978,-71.028016,4,0.695,1,85.2,SLCONS,85.2,85.2,121.8,637.0,93.2,1,0,UNKNOWN_INCOV
1008,42.355784,-71.026611,4,0.529,1,130.0,SLCONS,130.0,139.7,187.8,640.4,184.6,1,1,KEEP_ANCHORAGE
1009,42.361397,-71.028144,4,0.654,1,113.9,SLCONS,113.9,113.9,144.0,659.1,140.4,1,0,KEEP_INCOV_UNCHARTED
1010,42.353065,-71.030229,4,0.881,1,344.4,SLCONS,344.4,344.4,419.9,578.2,257.7,1,0,KEEP_INCOV_UNCHARTED
1011,42.362469,-71.042930,4,0.861,1,226.3,SLCONS,226.3,226.3,557.9,209.3,483.5,1,0,KEEP_INCOV_UNCHARTED
1012,42.364799,-71.040807,4,0.778,1,49.8,SLCONS,49.8,49.8,845.3,401.3,369.1,1,0,SUPPRESS_CHARTED
1013,42.357571,-71.028551,4,0.778,1,62.3,SLCONS,41.0,62.3,41.0,455.1,303.1,1,1,UNKNOWN_INCOV
1014,42.364345,-71.028381,4,0.768,1,2.7,SLCONS,2.7,2.7,443.1,902.0,465.1,1,0,SUPPRESS_CHARTED
1015,42.355853,-71.027468,4,0.788,1,171.3,SLCONS,169.8,171.3,169.8,570.8,175.2,1,1,KEEP_ANCHORAGE
1016,42.352412,-71.031077,4,0.808,1,249.7,SLCONS,249.7,249.7,358.6,608.7,272.2,1,0,KEEP_INCOV_UNCHARTED
1017,42.358743,-71.028003,4,0.695,1,12.1,SLCONS,12.1,12.1,122.6,521.2,165.8,1,0,SUPPRESS_CHARTED
1018,42.364799,-71.039549,4,0.840,1,19.4,SLCONS,19.4,19.4,899.3,497.8,458.4,1,0,SUPPRESS_CHARTED
1019,42.361680,-71.032869,4,0.571,1,22.5,SLCONS,22.5,22.5,326.0,465.9,464.0,1,0,SUPPRESS_CHARTED
1020,42.352832,-71.028692,4,0.591,1,381.5,SLCONS,381.5,381.5,453.7,675.3,178.9,1,0,KEEP_INCOV_UNCHARTED
1021,42.352894,-71.043617,4,0.674,1,10.4,SLCONS,10.4,10.4,184.8,833.3,391.6,1,0,SUPPRESS_CHARTED
1022,42.362068,-71.029833,4,0.716,1,7.1,SLCONS,98.8,120.8,189.0,624.4,277.6,1,0,UNKNOWN_INCOV
1023,42.361211,-71.028966,4,0.758,1,86.3,SLCONS,92.2,164.4,92.2,596.0,159.3,1,0,UNKNOWN_INCOV
1024,42.359837,-71.028927,4,0.799,1,78.1,SLCONS,71.0,97.3,71.0,502.3,117.3,1,0,UNKNOWN_INCOV
1025,42.358035,-71.027977,4,0.570,1,5.1,DYKCON,5.1,7.2,94.3,506.6,243.1,1,0,SUPPRESS_CHARTED
1026,42.358257,-71.029555,4,0.768,1,79.2,PILPNT,16.1,109.9,16.1,383.9,270.0,1,0,SUPPRESS_CHARTED
1027,42.356287,-71.026829,4,0.539,1,102.2,SLCONS,102.2,102.2,163.4,609.3,231.3,1,1,KEEP_ANCHORAGE
1028,42.358972,-71.027429,4,0.705,1,12.6,LNDMRK,12.6,26.0,175.9,573.7,137.4,1,0,SUPPRESS_CHARTED
1029,42.359377,-71.025658,4,0.560,1,28.9,BUISGL,28.9,54.1,320.0,726.1,182.7,1,0,SUPPRESS_CHARTED
1030,42.365180,-71.039864,4,0.737,1,26.2,SLCONS,26.2,26.2,849.7,489.3,417.1,1,0,SUPPRESS_CHARTED
1031,42.365706,-71.039906,4,0.664,1,61.1,SLCONS,61.1,61.1,800.1,513.3,394.4,1,0,UNKNOWN_INCOV
1032,42.365467,-71.040750,4,0.591,1,13.1,SLCONS,13.1,13.1,783.3,440.2,337.6,1,0,SUPPRESS_CHARTED
1033,42.357972,-71.027142,4,0.664,1,36.9,DYKCON,36.9,39.1,128.9,573.9,250.6,1,0,SUPPRESS_CHARTED
1034,42.353415,-71.028696,4,0.549,1,436.7,SLCONS,416.4,438.4,416.4,627.6,134.0,1,0,KEEP_INCOV_UNCHARTED
1035,42.363237,-71.030501,4,0.654,1,5.0,SLCONS,9.4,12.9,329.1,711.0,413.7,1,0,SUPPRESS_CHARTED
1036,42.351712,-71.033840,4,0.715,1,70.7,SLCONS,70.7,70.7,198.2,634.4,165.4,1,0,UNKNOWN_INCOV
1037,42.358005,-71.031383,4,0.560,1,200.3,OBSTRN,167.9,259.4,167.9,231.6,396.1,1,1,KEEP_ANCHORAGE
1038,42.363867,-71.028603,4,0.623,1,4.2,BUISGL,4.2,17.5,387.8,847.3,415.9,1,0,SUPPRESS_CHARTED
1039,42.362290,-71.037456,4,0.612,1,58.0,SLCONS,58.0,58.0,702.6,340.3,757.3,1,0,UNKNOWN_INCOV
1040,42.359681,-71.025920,4,0.529,1,32.6,BUISGL,32.6,75.6,288.6,716.8,148.2,1,0,SUPPRESS_CHARTED
1041,42.352614,-71.030764,4,0.622,1,280.2,SLCONS,280.2,280.2,379.9,599.5,291.1,1,0,KEEP_INCOV_UNCHARTED
1042,42.357824,-71.031674,4,0.591,1,221.1,OBSTRN,196.1,284.9,196.1,203.4,427.3,1,1,KEEP_ANCHORAGE
1043,42.353548,-71.029276,4,0.622,1,428.8,SLCONS,416.8,428.8,416.8,584.0,162.9,1,0,KEEP_INCOV_UNCHARTED
1044,42.352216,-71.043814,4,0.632,1,72.2,BUISGL,72.2,83.3,251.2,905.1,402.4,1,0,UNKNOWN_INCOV
1045,42.365252,-71.030511,4,0.623,1,86.6,BUISGL,86.6,171.7,546.9,904.3,610.6,1,0,UNKNOWN_INCOV
1046,42.357378,-71.029606,4,0.633,1,139.1,SLCONS,104.5,139.1,104.5,368.1,355.2,1,1,KEEP_ANCHORAGE
1047,42.352466,-71.030770,4,0.549,1,265.0,SLCONS,265.0,265.0,382.1,614.0,294.5,1,0,KEEP_INCOV_UNCHARTED
1048,42.363012,-71.029043,4,0.550,1,2.1,SLCONS,44.2,44.2,289.2,747.7,334.4,1,0,SUPPRESS_CHARTED
1049,42.356689,-71.028652,4,0.570,1,148.3,SLCONS,65.4,148.3,65.4,453.7,282.7,1,1,KEEP_ANCHORAGE
1050,42.355843,-71.046663,4,0.528,1,80.7,PILPNT,80.7,86.9,207.2,778.3,247.4,1,0,UNKNOWN_INCOV
1051,42.363687,-71.044180,4,0.581,1,207.8,SLCONS,207.8,207.8,603.2,98.0,331.1,1,0,KEEP_INCOV_UNCHARTED
1052,42.356018,-71.028277,4,0.581,1,193.1,SLCONS,135.2,193.1,135.2,501.9,202.3,1,1,KEEP_ANCHORAGE
1053,42.357812,-71.091670,4,0.772,1,767.1,SLCONS,767.1,684.4,3608.0,338.1,3283.5,1,0,KEEP_INCOV_UNCHARTED
1054,42.358471,-71.093145,4,0.521,1,865.1,SLCONS,865.1,563.2,3727.3,457.3,3363.9,1,0,KEEP_INCOV_UNCHARTED
1055,42.357822,-71.092162,4,0.583,1,805.1,SLCONS,805.1,644.0,3648.3,378.0,3319.6,1,0,KEEP_INCOV_UNCHARTED
1056,42.357637,-71.082498,4,0.755,1,260.0,PONTON,260.0,27.2,2856.0,129.1,2632.3,1,0,SUPPRESS_CHARTED
1057,42.356502,-71.083132,4,0.738,2,209.2,SLCONS,209.2,25.2,2917.1,221.2,2729.7,1,0,SUPPRESS_CHARTED
1058,42.354861,-71.091435,4,0.707,1,707.8,SLCONS,707.8,703.7,3615.2,467.1,3419.7,1,0,KEEP_INCOV_UNCHARTED
1059,42.355827,-71.087112,4,0.645,1,378.0,SLCONS,378.0,352.0,3250.0,188.8,3060.3,1,0,KEEP_INCOV_UNCHARTED
1060,42.357329,-71.083161,4,0.173,2,296.3,SLCONS,296.3,27.3,2912.2,186.8,2696.6,1,0,SUPPRESS_CHARTED
1061,42.361149,-71.079495,4,0.509,1,9.5,BRIDGE,9.5,11.9,2616.8,258.7,2222.5,1,0,SUPPRESS_CHARTED
1062,42.357113,-71.074667,4,0.539,1,10.6,BRIDGE,10.6,11.9,2218.3,413.7,2031.2,1,0,SUPPRESS_CHARTED
1063,42.362071,-71.078302,4,0.541,1,4.6,BRIDGE,4.6,4.6,2531.2,375.5,2088.6,1,0,SUPPRESS_CHARTED
1064,42.354430,-71.077937,4,0.583,1,14.9,BUISGL,14.9,154.9,2528.1,433.6,2324.9,1,0,SUPPRESS_CHARTED
1065,42.359596,-71.077561,4,0.605,1,183.4,BRIDGE,183.4,207.1,2447.6,174.5,2173.6,1,0,KEEP_INCOV_UNCHARTED
1066,42.356491,-71.075456,4,0.667,1,28.0,BRIDGE,28.0,34.2,2290.1,391.1,2105.2,1,0,SUPPRESS_CHARTED
1067,42.362335,-71.081358,4,0.564,1,17.2,BUISGL,17.2,48.2,2783.9,416.7,2304.6,1,0,SUPPRESS_CHARTED
1068,42.354453,-71.079466,4,0.563,1,51.0,BUISGL,51.0,109.5,2650.9,374.5,2450.2,1,0,UNKNOWN_INCOV
1069,42.354920,-71.076470,4,0.501,1,72.2,BUISGL,72.2,144.7,2399.4,459.9,2202.1,1,0,UNKNOWN_INCOV
1070,42.354529,-71.077391,4,0.637,1,6.1,BUISGL,6.1,160.5,2481.9,451.9,2279.5,1,0,SUPPRESS_CHARTED
1071,42.373762,-71.049965,4,0.500,1,3.7,SLCONS,11.0,11.0,431.1,360.5,565.7,1,0,SUPPRESS_CHARTED
1072,42.377358,-71.050250,4,0.761,1,2.2,BUISGL,2.2,77.0,752.3,320.2,500.4,0,0,SUPPRESS_CHARTED
1073,42.379475,-71.046093,4,0.522,1,138.9,SLCONS,138.9,138.9,622.2,99.7,250.4,0,0,UNKNOWN_OUTCOV
1074,42.376668,-71.041833,4,0.805,1,1.9,SLCONS,27.2,27.2,660.2,372.3,377.0,0,0,SUPPRESS_CHARTED
1075,42.374447,-71.044496,4,0.700,1,55.4,SLCONS,135.7,144.5,345.6,239.4,625.5,1,0,UNKNOWN_INCOV
1076,42.378761,-71.042055,4,0.826,1,7.5,BUISGL,7.5,13.9,611.4,320.5,151.9,0,0,SUPPRESS_CHARTED
1077,42.377114,-71.041166,4,0.930,1,39.1,BUISGL,39.1,18.3,730.5,417.7,348.4,0,0,SUPPRESS_CHARTED
1078,42.377795,-71.049644,4,0.511,1,4.5,BUISGL,4.5,29.3,772.9,280.9,435.7,0,0,SUPPRESS_CHARTED
1079,42.379383,-71.050197,4,0.772,1,20.1,SLCONS,20.1,20.1,822.1,360.0,309.4,0,0,SUPPRESS_CHARTED
1080,42.374713,-71.050034,4,0.647,1,9.1,SLCONS,9.1,9.1,504.8,306.9,631.9,1,0,SUPPRESS_CHARTED
1081,42.375759,-71.051274,4,0.542,1,7.2,BUISGL,7.2,84.4,659.2,379.7,662.0,0,0,SUPPRESS_CHARTED
1082,42.375080,-71.048164,4,0.866,1,11.7,PONTON,11.7,49.0,448.1,153.3,690.7,0,0,SUPPRESS_CHARTED
1083,42.378030,-71.051087,4,0.584,1,17.8,BUISGL,17.8,147.7,851.6,401.8,472.0,0,0,SUPPRESS_CHARTED
1084,42.380071,-71.048230,4,0.845,1,4.0,BUISGL,4.0,9.7,682.2,249.8,157.9,0,0,SUPPRESS_CHARTED
1085,42.379180,-71.042009,4,0.794,1,6.8,SLCONS,6.8,6.8,564.8,330.4,115.7,0,0,SUPPRESS_CHARTED
1086,42.379393,-71.048796,4,0.542,1,7.6,SLCONS,7.6,7.6,768.1,250.5,245.0,0,0,SUPPRESS_CHARTED
1087,42.376794,-71.043173,4,0.565,1,16.1,SLCONS,89.1,89.1,627.6,261.5,352.0,0,0,UNKNOWN_OUTCOV
1088,42.378990,-71.041792,4,0.627,1,2.8,SLCONS,2.8,2.8,586.6,344.5,143.4,0,0,SUPPRESS_CHARTED
1089,42.377370,-71.040837,4,0.721,1,12.9,BUISGL,12.9,57.1,768.8,436.8,336.0,0,0,SUPPRESS_CHARTED
1090,42.378135,-71.050619,4,0.552,1,28.9,BUISGL,28.9,111.1,842.6,365.3,440.2,0,0,SUPPRESS_CHARTED
1091,42.376914,-71.048790,4,0.531,1,15.7,PONTON,15.7,30.7,655.0,192.1,510.1,0,0,SUPPRESS_CHARTED
1092,42.379897,-71.049926,4,0.511,1,38.6,SLCONS,38.6,38.6,773.0,357.7,253.5,0,0,SUPPRESS_CHARTED
1093,42.379794,-71.050575,4,0.699,1,13.4,SLCONS,18.4,18.4,770.4,403.1,302.0,0,0,SUPPRESS_CHARTED
1094,42.380176,-71.048994,4,0.657,1,2.8,BUISGL,2.8,7.9,721.9,306.4,178.0,0,0,SUPPRESS_CHARTED
1095,42.377633,-71.041380,4,0.617,1,6.8,BUISGL,6.8,24.1,739.4,387.4,288.7,0,0,SUPPRESS_CHARTED
1096,42.375556,-71.049913,4,0.605,1,11.5,BUISGL,11.5,16.0,569.4,270.2,678.5,0,0,SUPPRESS_CHARTED
1097,42.378710,-71.043548,4,0.627,1,24.3,SLCONS,24.3,24.3,627.4,197.9,146.8,0,0,SUPPRESS_CHARTED
1098,42.379909,-71.047724,4,0.574,1,3.5,SLCONS,3.5,3.5,665.4,207.1,168.2,0,0,SUPPRESS_CHARTED
1099,42.378734,-71.041729,4,0.575,1,3.7,BUISGL,3.7,19.0,615.2,347.2,168.9,0,0,SUPPRESS_CHARTED
1100,42.380146,-71.048661,4,0.532,1,3.5,BUISGL,3.5,10.8,703.0,282.4,165.0,0,0,SUPPRESS_CHARTED
1101,42.378453,-71.043039,4,0.502,1,2.5,SLCONS,13.6,13.6,649.5,239.6,167.2,0,0,SUPPRESS_CHARTED
1102,42.357606,-71.046028,3,0.404,2,69.7,OBSTRN,208.5,242.4,208.5,577.9,373.9,1,1,UNKNOWN_INCOV
1103,42.359360,-71.049036,3,0.637,1,14.5,SLCONS,14.5,14.5,112.2,481.6,91.1,1,0,SUPPRESS_CHARTED
1104,42.362988,-71.049674,3,0.891,1,7.6,BUISGL,7.6,29.3,474.0,347.8,229.6,1,0,SUPPRESS_CHARTED
1105,42.366988,-71.038295,3,0.176,2,207.0,SLCONS,207.0,207.0,788.5,702.0,513.8,1,0,KEEP_INCOV_UNCHARTED
1106,42.366817,-71.037756,3,0.488,2,209.2,SLCONS,209.2,209.2,835.0,728.4,557.1,1,0,KEEP_INCOV_UNCHARTED
1107,42.363895,-71.034790,3,0.166,2,3.3,SLCONS,3.3,3.3,594.9,588.1,720.2,1,0,SUPPRESS_CHARTED
1108,42.363909,-71.034112,3,0.073,2,8.8,SLCONS,8.8,8.8,554.8,618.8,676.2,1,0,SUPPRESS_CHARTED
1109,42.354926,-71.042421,3,0.041,2,58.9,PONTON,58.9,103.5,73.5,591.0,409.6,1,0,UNKNOWN_INCOV
1110,42.357782,-71.043818,3,0.637,1,239.1,OBSTRN,246.1,315.2,246.1,481.3,538.7,1,0,KEEP_INCOV_UNCHARTED
1111,42.361169,-71.046037,3,0.031,2,119.0,PONTON,119.0,149.9,284.4,186.2,302.6,1,0,KEEP_INCOV_UNCHARTED
1112,42.357641,-71.047255,3,0.065,2,77.7,OBSTRN,114.3,146.3,152.9,591.0,302.9,1,1,KEEP_ANCHORAGE
1113,42.360471,-71.048809,3,0.318,2,3.9,PONTON,3.9,9.0,188.0,377.4,87.8,1,0,SUPPRESS_CHARTED
1114,42.361630,-71.047202,3,0.572,2,10.7,PONTON,10.7,65.3,300.7,193.0,220.4,1,0,SUPPRESS_CHARTED
1115,42.361245,-71.050803,3,0.891,1,1.9,SLCONS,1.9,1.9,355.2,472.1,91.7,1,0,SUPPRESS_CHARTED
1116,42.363267,-71.049905,3,0.254,2,4.2,BUISGL,4.2,34.9,509.7,369.8,260.9,1,0,SUPPRESS_CHARTED
1117,42.364771,-71.041392,3,0.637,2,11.2,SLCONS,11.2,11.2,826.2,356.4,332.2,1,0,SUPPRESS_CHARTED
1118,42.365673,-71.039339,3,0.073,2,45.5,SLCONS,45.5,45.5,831.7,552.2,440.4,1,0,SUPPRESS_CHARTED
1119,42.364989,-71.040859,3,0.031,2,34.7,SLCONS,34.7,34.7,824.7,406.4,354.0,1,0,SUPPRESS_CHARTED
1120,42.358189,-71.044234,3,0.572,1,226.4,OBSTRN,289.8,347.5,289.8,500.5,504.6,1,0,KEEP_INCOV_UNCHARTED
1121,42.358751,-71.044813,3,0.637,2,231.4,OBSTRN,245.1,273.1,245.1,451.6,444.3,1,0,KEEP_INCOV_UNCHARTED
1122,42.357833,-71.044678,3,0.702,2,175.4,OBSTRN,253.6,306.4,253.6,546.3,479.8,1,1,KEEP_ANCHORAGE
1123,42.355368,-71.048330,3,0.031,2,54.5,SLCONS,54.5,54.5,342.9,858.1,107.9,1,0,UNKNOWN_INCOV
1124,42.358271,-71.047547,3,0.073,2,79.4,SLCONS,79.0,101.9,79.0,530.7,249.3,1,0,UNKNOWN_INCOV
1125,42.359109,-71.053611,3,0.766,1,8.3,LNDMRK,8.3,256.1,479.2,785.4,287.1,1,0,SUPPRESS_CHARTED
1126,42.362505,-71.047398,3,0.507,1,0.4,PONTON,0.4,56.9,395.4,163.2,258.8,1,0,SUPPRESS_CHARTED
1127,42.363441,-71.049602,3,0.826,1,11.1,SLCONS,11.1,11.1,520.2,348.6,280.1,1,0,SUPPRESS_CHARTED
1128,42.358750,-71.045191,3,0.637,2,213.0,OBSTRN,214.2,247.3,214.2,449.2,413.7,1,1,KEEP_ANCHORAGE
1129,42.357365,-71.044701,3,0.637,1,157.7,OBSTRN,202.9,254.7,202.9,565.8,453.1,1,1,KEEP_ANCHORAGE
1130,42.354699,-71.044850,3,0.254,2,37.3,BRIDGE,37.3,37.5,113.2,740.5,402.5,1,0,SUPPRESS_CHARTED
1131,42.361899,-71.047258,3,0.254,2,8.2,PONTON,8.2,51.9,329.7,178.4,228.7,1,0,SUPPRESS_CHARTED
1132,42.364756,-71.052988,3,0.572,2,174.0,SLCONS,174.0,174.0,773.4,651.5,502.6,1,0,KEEP_INCOV_UNCHARTED
1133,42.364855,-71.053617,3,0.572,1,187.6,LNDMRK,187.6,225.3,812.1,672.8,540.6,1,0,KEEP_INCOV_UNCHARTED
1134,42.366413,-71.049746,3,0.572,1,12.7,BUISGL,12.7,13.8,652.6,499.5,418.9,1,0,SUPPRESS_CHARTED
1135,42.367260,-71.050486,3,0.572,2,19.8,SLCONS,19.8,19.8,610.3,525.2,479.7,1,0,SUPPRESS_CHARTED
1136,42.365026,-71.037875,3,0.318,2,29.8,SLCONS,29.8,29.8,871.9,636.5,576.1,1,0,SUPPRESS_CHARTED
1137,42.361384,-71.033779,3,0.318,2,6.1,SLCONS,6.1,6.1,384.3,397.2,525.4,1,0,SUPPRESS_CHARTED
1138,42.357616,-71.045757,3,0.318,2,86.9,OBSTRN,223.7,264.5,223.7,575.3,392.6,1,1,KEEP_ANCHORAGE
1139,42.359144,-71.048450,3,0.637,2,4.4,SLCONS,4.4,4.4,58.5,474.1,142.6,1,0,SUPPRESS_CHARTED
1140,42.357972,-71.049398,3,0.031,2,2.6,SLCONS,2.6,2.6,172.3,625.9,173.8,1,0,SUPPRESS_CHARTED
1141,42.362923,-71.047941,3,0.572,1,22.4,SLCONS,39.7,74.0,440.9,205.3,265.7,1,0,SUPPRESS_CHARTED
1142,42.365935,-71.040782,3,0.249,2,6.9,SLCONS,6.9,6.9,737.9,467.9,318.3,1,0,SUPPRESS_CHARTED
1143,42.364546,-71.037705,3,0.637,1,5.8,SLCONS,5.8,5.8,830.0,585.8,607.9,1,0,SUPPRESS_CHARTED
1144,42.358078,-71.043555,3,0.073,2,270.7,OBSTRN,282.0,353.0,282.0,450.2,561.7,1,0,KEEP_INCOV_UNCHARTED
1145,42.362366,-71.047342,3,0.073,2,3.9,PONTON,3.9,55.9,380.5,162.4,252.1,1,0,SUPPRESS_CHARTED
1146,42.366089,-71.050210,3,0.065,2,2.6,BUISGL,2.6,14.8,703.0,505.6,461.7,1,0,SUPPRESS_CHARTED
1147,42.366588,-71.038639,3,0.318,2,155.4,SLCONS,155.4,155.4,796.6,653.6,484.3,1,0,KEEP_INCOV_UNCHARTED
1148,42.366562,-71.037521,3,0.041,2,185.2,SLCONS,185.2,185.2,867.8,730.6,576.1,1,0,KEEP_INCOV_UNCHARTED
1149,42.364142,-71.034442,3,0.893,2,8.6,SLCONS,8.6,8.6,592.3,626.2,713.5,1,0,SUPPRESS_CHARTED
1150,42.357651,-71.047486,3,0.318,2,92.6,OBSTRN,96.8,129.0,147.6,594.9,291.8,1,1,KEEP_ANCHORAGE
1151,42.370840,-71.044247,3,0.318,2,14.8,BUISGL,14.8,34.9,140.7,595.6,448.3,1,0,SUPPRESS_CHARTED
1152,42.368811,-71.044691,3,0.318,2,32.0,OBSTRN,82.2,71.4,308.2,608.2,221.3,1,0,UNKNOWN_INCOV
1153,42.362520,-71.035725,3,0.031,2,14.6,SLCONS,42.5,62.0,578.2,417.3,716.5,1,0,SUPPRESS_CHARTED
1154,42.359691,-71.047554,3,0.318,2,25.0,SLCONS,39.6,39.6,83.5,385.1,214.4,1,0,SUPPRESS_CHARTED
1155,42.366581,-71.049293,3,0.443,2,4.5,BUISGL,4.5,5.1,618.0,486.5,380.1,1,0,SUPPRESS_CHARTED
1156,42.366602,-71.041490,3,0.073,2,17.3,BUISGL,17.3,44.3,644.1,476.7,250.1,1,0,SUPPRESS_CHARTED
1157,42.366374,-71.036251,3,0.318,2,192.4,SLCONS,192.4,192.4,875.2,805.1,681.1,1,0,KEEP_INCOV_UNCHARTED
1158,42.366160,-71.035693,3,0.318,2,195.5,SLCONS,195.5,195.5,827.4,793.2,728.3,1,0,KEEP_INCOV_UNCHARTED
1159,42.365430,-71.037201,3,0.383,2,63.3,SLCONS,63.3,63.3,856.3,688.1,617.6,1,0,UNKNOWN_INCOV
1160,42.365933,-71.035023,3,0.560,2,203.2,SLCONS,203.2,203.2,773.4,786.2,785.4,1,0,KEEP_INCOV_UNCHARTED
1161,42.358426,-71.045080,3,0.318,2,189.6,OBSTRN,229.9,276.7,229.9,485.7,430.6,1,1,KEEP_ANCHORAGE
1162,42.357886,-71.045363,3,0.383,2,130.9,OBSTRN,231.9,279.8,231.9,544.8,428.6,1,1,KEEP_ANCHORAGE
1163,42.360017,-71.047520,3,0.318,2,10.3,SLCONS,10.3,10.3,119.5,351.7,204.7,1,0,SUPPRESS_CHARTED
1164,42.358473,-71.048364,3,0.031,2,8.8,SLCONS,8.8,40.5,72.2,536.0,181.1,1,0,SUPPRESS_CHARTED
1165,42.357955,-71.049100,3,0.383,2,26.1,SLCONS,26.1,26.1,155.6,615.3,185.6,1,0,SUPPRESS_CHARTED
1166,42.365024,-71.038091,3,0.041,2,36.1,SLCONS,36.1,36.1,886.2,619.5,559.4,1,0,SUPPRESS_CHARTED
1167,42.365654,-71.035093,3,0.592,2,171.9,SLCONS,171.9,171.9,752.6,755.1,783.5,1,0,KEEP_INCOV_UNCHARTED
1168,42.368452,-71.050486,3,0.064,2,11.6,SLCONS,11.6,11.6,515.6,429.9,468.1,1,0,SUPPRESS_CHARTED
1169,42.361191,-71.033870,3,0.318,2,1.7,SLCONS,1.7,1.7,386.1,375.1,527.7,1,0,SUPPRESS_CHARTED
1170,42.363864,-71.033583,3,0.031,2,10.7,BUISGL,10.7,46.5,521.0,639.0,639.0,1,0,SUPPRESS_CHARTED
1171,42.357337,-71.044166,3,0.041,2,200.8,OBSTRN,195.0,259.9,195.0,526.7,491.6,1,1,KEEP_ANCHORAGE
1172,42.369250,-71.044811,3,0.315,2,37.2,OBSTRN,62.5,30.1,258.7,656.1,270.3,1,0,SUPPRESS_CHARTED
1173,42.371764,-71.044484,3,0.443,2,7.0,SLCONS,7.0,7.0,107.1,492.4,549.9,1,0,SUPPRESS_CHARTED
1174,42.365718,-71.039585,3,0.041,2,56.8,SLCONS,56.8,56.8,815.2,536.9,419.6,1,0,UNKNOWN_INCOV
1175,42.359144,-71.045141,3,0.041,2,228.3,SLCONS,218.0,228.3,218.0,405.7,412.0,1,0,KEEP_INCOV_UNCHARTED
1176,42.368551,-71.053556,3,0.315,2,13.8,SLCONS,13.8,13.8,720.7,271.7,263.0,1,0,SUPPRESS_CHARTED
1177,42.365420,-71.037512,3,0.062,2,58.3,SLCONS,58.3,58.3,875.2,678.6,592.9,1,0,UNKNOWN_INCOV
1178,42.354906,-71.044738,3,0.528,2,13.7,SLCONS,13.7,13.7,88.7,718.1,407.3,1,0,SUPPRESS_CHARTED
1179,42.360536,-71.047850,3,0.145,2,6.2,BUISGL,6.2,7.8,175.3,318.6,157.7,1,0,SUPPRESS_CHARTED
1180,42.367004,-71.054761,3,0.315,2,70.5,LNDMRK,70.5,208.6,893.3,428.5,384.4,1,0,UNKNOWN_INCOV
1181,42.371635,-71.055764,3,0.823,1,34.4,SLCONS,34.4,34.4,824.8,125.7,113.1,1,0,SUPPRESS_CHARTED
1182,42.372632,-71.055734,3,0.759,1,42.5,SLCONS,42.5,42.5,832.1,212.8,221.9,1,0,SUPPRESS_CHARTED
1183,42.375153,-71.057531,3,0.759,1,217.2,DRYDOC,217.2,17.2,1052.5,529.6,530.0,0,0,SUPPRESS_CHARTED
1184,42.374604,-71.054565,3,0.759,1,21.1,BUISGL,21.1,21.5,805.1,405.2,445.0,1,0,SUPPRESS_CHARTED
1185,42.374036,-71.054580,3,0.759,1,4.0,SLCONS,4.0,4.0,781.1,342.1,382.5,1,0,SUPPRESS_CHARTED
1186,42.379249,-71.054195,3,0.759,1,27.0,BUISGL,27.0,73.9,822.4,678.5,590.9,0,0,SUPPRESS_CHARTED
1187,42.373161,-71.050226,3,0.251,2,1.8,SLCONS,1.8,1.8,414.4,422.2,509.4,1,0,SUPPRESS_CHARTED
1188,42.375142,-71.046256,3,0.695,1,116.6,PONTON,116.6,203.4,410.1,89.6,600.0,0,0,UNKNOWN_OUTCOV
1189,42.375103,-71.045604,3,0.010,2,145.6,SLCONS,170.2,229.3,403.5,123.1,581.9,0,0,UNKNOWN_OUTCOV
1190,42.374294,-71.046831,3,0.759,1,95.4,PONTON,95.4,179.8,326.4,178.2,705.5,1,0,UNKNOWN_INCOV
1191,42.371296,-71.050822,3,0.695,1,3.2,SLCONS,3.2,3.2,419.0,302.4,383.9,1,0,SUPPRESS_CHARTED
1192,42.367757,-71.051111,3,0.759,1,2.4,SLCONS,2.4,2.4,605.4,450.0,468.0,1,0,SUPPRESS_CHARTED
1193,42.363641,-71.053089,3,0.759,1,187.1,BUISGL,187.1,199.4,678.9,634.7,407.8,1,0,KEEP_INCOV_UNCHARTED
1194,42.366743,-71.060858,3,0.759,1,44.0,BUISGL,44.0,46.3,1349.8,685.1,598.7,1,0,SUPPRESS_CHARTED
